Suhu,pH,Turbidity,target
0.670822942643392,0.08414239482200703,0.0,0
0.5635910224438909,0.06796116504854366,0.033731215050723504,0
0.5012468827930183,0.10355987055016191,0.16897183496781826,0
0.5935162094763093,0.11003236245954717,0.15373092132075683,0
0.32917705735660885,0.0,0.1230030951795241,0
0.46882793017456326,0.09385113268608425,0.09194849445033945,0
0.5162094763092266,0.045307443365696365,0.06056344750861914,0
0.670822942643392,0.11003236245954717,0.028847954354363173,0
0.23441396508728207,0.07766990291262177,0.07629635884990033,0
0.4638403990024935,0.019417475728155775,0.10751618268535279,0
0.26683291770573625,0.042071197411003514,0.16249141757753557,0
0.6408977556109727,0.06796116504854366,0.06056344750861914,0
0.11221945137157086,0.08414239482200703,0.028847954354363173,0
0.29675810473815467,0.14886731391585784,0.04474608880191219,0
0.6458852867830425,0.1294498381877025,0.029692428008620986,0
0.21945137157107197,0.11974110032362484,0.030316604187855006,0
0.546134663341646,0.13592233009708776,0.026002445301972765,0
0.11221945137157086,0.10355987055016191,0.020146204090924116,0
0.23441396508728207,0.07766990291262177,0.0602587026681696,0
0.72568578553616,0.06796116504854366,0.0885155254645523,0
0.670822942643392,0.10355987055016191,0.08089323282872973,0
0.6483790523690773,0.12297734627831769,0.09624429521330305,0
0.24937655860349128,0.0970873786407771,0.1504852051887399,0
0.6284289276807975,0.08737864077669943,0.07027856615716759,0
0.5012468827930183,0.16504854368932076,0.029618995516946398,0
0.5960099750623442,0.1877022653721685,0.14502917105731775,0
0.36907730673316763,0.21682847896440194,0.0656743489291707,0
0.5187032418952624,0.1262135922330101,0.0030180754078257058,0
0.3790523690773071,0.13592233009708776,0.041893236500354314,0
0.0,0.16504854368932076,0.020146204090924116,0
0.7955112219451372,0.7411003236245954,0.21202897646121482,1
0.7655860349127179,0.7928802588996766,0.3632007754471121,1
0.7506234413965087,0.783171521035599,0.1907739417460044,1
0.7805486284289271,0.825242718446602,0.19646128822620149,1
0.9526184538653366,0.7993527508090614,0.3778615724099443,1
0.9775561097256862,0.7734627831715208,0.18080915262576236,1
0.8653366583541144,0.7572815533980584,0.25824371509661886,1
0.7655860349127179,0.8090614886731395,0.25824371509661886,1
0.7032418952618453,0.7734627831715208,0.20218167932765213,1
0.7805486284289271,0.9126213592233015,0.26534096541696806,1
0.670822942643392,0.8705501618122979,0.27075294005338546,1
0.5635910224438909,0.783171521035599,0.33362216780058673,1
0.5162094763092266,0.7572815533980584,0.26958169181117575,1
0.6758104738154618,0.766990291262136,0.25269589035060347,1
0.6783042394014958,0.9288025889967639,0.23594961062421294,1
0.5012468827930183,1.0000000000000004,0.279542809306834,1
0.508728179551122,0.938511326860842,0.30310729588521035,1
0.32917705735660885,0.8608414239482203,0.3300643635789528,1
0.49875311720698257,0.9546925566343041,0.32811840254957614,1
0.3965087281795512,0.9223300970873787,0.3924452652565181,1
0.7281795511221949,0.7508090614886735,0.2944202321201062,1
0.7381546134663344,0.8090614886731395,0.2653042491711308,1
0.6234413965087287,0.7572815533980584,0.3383218472677606,1
0.5885286783042396,0.9417475728155345,0.3345327306973517,1
0.6234413965087287,0.812297734627832,0.33359646642850066,1
0.46134663341645954,0.8025889967637538,0.2780851743470934,1
0.5012468827930183,0.8284789644012944,0.3633109241846241,1
0.6758104738154618,0.7734627831715208,0.2527950242143642,1
0.6807980049875315,0.8317152103559873,0.32439170359709063,1
0.6857855361596013,0.7443365695792878,0.23168685448250287,1
0.890274314214464,0.6440129449838192,0.7519634012461496,2
0.8753117206982548,0.6181229773462786,1.0,2
0.9052369077306732,0.6634304207119741,0.6796654415679306,2
0.9526184538653366,0.7734627831715208,0.6145712093229891,2
0.9052369077306732,0.679611650485437,0.47821074390785695,2
0.9576059850374063,0.7928802588996766,0.6537070557609626,2
0.8753117206982548,0.6278317152103563,0.640856369717909,2
0.7905236907730675,0.6181229773462786,0.5199828167969482,2
0.8852867830423943,0.6893203883495147,0.3924452652565181,2
0.8528678304239401,0.6375404530744335,0.3632007754471121,2
0.9301745635910228,0.5145631067961167,0.5199828167969482,2
0.7955112219451372,0.4563106796116507,0.36490808087854637,2
0.8229426433915217,0.43042071197411014,0.44111264911385345,2
0.9501246882793017,0.462783171521036,0.45610389228922127,2
0.9875311720698257,0.4886731391585766,0.6785382528207258,2
1.0,0.47572815533980606,0.5480560583641445,2
0.8778054862842888,0.5404530744336573,0.6082964029093954,2
0.8927680798004989,0.43042071197411014,0.6480013511578468,2
0.9201995012468833,0.4110032362459548,0.6276458644656502,2
0.9750623441396504,0.6440129449838192,0.4763198572472363,2
0.9800498753117202,0.592233009708738,0.8047099600160084,2
0.8603491271820447,0.6731391585760522,0.9381110960166545,2
0.9900249376558596,0.5857605177993528,0.7682140116537364,2
0.8653366583541144,0.7734627831715208,0.8799488909857947,2
0.8104738154613464,0.6019417475728157,0.47986664659511896,2
0.9925187032418954,0.6893203883495147,0.3998105441714796,2
0.7955112219451372,0.7605177993527512,0.5631501070278566,2
0.8827930174563585,0.6084142394822005,0.4397284466457874,2
0.9576059850374063,0.5889967637540456,0.5506739266923437,2
0.7980049875311721,0.4595469255663436,0.48544017271322043,2
